train_samples,test_accuracy_mean,test_accuracy_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
212,75.87458745874588,0.6115266054867894,78.00653594516318,5.635189016408641,73.69999999754333,6.562990134329115
425,79.71947194719472,0.4362459858943531,81.99346404960805,1.4651314882828324,77.39999999742,1.6238956360743255
638,80.6930693069307,0.566316289383224,79.57516339609232,1.6963411222100788,81.83333333060554,0.8498365855704701
851,81.55115511551155,0.9833531344372508,81.69934640255885,2.279787531129891,81.39999999728666,1.3407202780884953
1064,86.45214521452145,0.8212230968079703,85.26143790571041,2.3937893004980237,87.66666666374445,1.9051586887678567
1276,87.98679867986799,0.8478701372056192,87.67973855922614,1.7968904050814027,88.29999999705667,2.021184104655696
1489,89.009900990099,1.1929981704489272,88.856209147423,2.2081338195963993,89.16666666369444,1.9578900206798602
1702,90.7095709570957,0.5612178631764426,91.01307189245055,2.091106080590975,90.39999999698666,1.748367845521361
1915,91.27062706270627,1.2037284901363627,91.01307189245055,1.8178997023674568,91.53333333028222,1.2090196007361849
2128,92.1947194719472,0.8836903722038094,92.61437908194071,1.3881945378260032,91.76666666360778,1.2277652085423016
